MSSubClass,LotArea,Neighborhood,BldgType,FirstFlrSF,SecondFlrSF,GrLivArea,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch
One_and_Half_Story_Finished_All_Ages,8405,Edwards,OneFam,961,406,1367,7,0,130,112,0,0
Two_Family_conversion_All_Styles_and_Ages,7000,Edwards,TwoFmCon,820,527,1347,5,85,0,148,0,0
Two_Family_conversion_All_Styles_and_Ages,10880,Edwards,TwoFmCon,1164,0,1164,5,0,48,0,0,0
One_and_Half_Story_Finished_All_Ages,9600,Edwards,OneFam,572,524,1096,5,0,8,128,0,0
One_and_Half_Story_Finished_All_Ages,9084,Edwards,OneFam,616,495,1111,5,48,0,0,0,0
Two_Story_1946_and_Newer,11839,Sawyer_West,OneFam,1532,797,2329,10,192,121,0,0,0
Two_Story_1946_and_Newer,9771,Sawyer_West,OneFam,1093,1721,2814,9,48,32,0,0,216
One_Story_1946_and_Newer_All_Styles,9938,Sawyer_West,OneFam,1626,0,1626,7,424,40,0,0,0
Two_Story_1946_and_Newer,14171,Sawyer_West,OneFam,1101,1099,2200,9,168,98,0,0,0
Split_or_Multilevel,10541,Sawyer_West,OneFam,1302,735,2037,8,100,33,0,0,0
Two_Story_1946_and_Newer,10616,College_Creek,OneFam,628,728,1356,6,100,24,0,0,0
One_Story_1946_and_Newer_All_Styles,9345,College_Creek,OneFam,1615,0,1615,7,168,30,0,0,0
One_Story_1946_and_Newer_All_Styles,11778,College_Creek,OneFam,2276,0,2276,7,0,0,70,0,255
One_Story_1946_and_Newer_All_Styles,11778,College_Creek,OneFam,1766,0,1766,8,216,36,0,0,0
Two_Story_1946_and_Newer,11228,Sawyer_West,OneFam,1080,1017,2097,9,196,187,0,0,0
Split_or_Multilevel,11454,Sawyer_West,OneFam,1511,0,1511,6,168,42,0,0,0
One_Story_1946_and_Newer_All_Styles,11500,Clear_Creek,OneFam,1643,0,1643,6,339,0,0,0,0
Two_Story_1946_and_Newer,12798,Clear_Creek,OneFam,616,1072,1688,8,403,114,185,0,0
One_Story_1946_and_Newer_All_Styles,9750,College_Creek,OneFam,990,0,990,5,168,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9525,College_Creek,OneFam,1099,0,1099,6,278,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9245,College_Creek,OneFam,990,0,990,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8696,College_Creek,OneFam,1418,0,1418,5,208,110,0,0,0
Two_Story_1946_and_Newer,13142,College_Creek,OneFam,872,899,1771,6,0,96,0,0,0
Two_Story_1946_and_Newer,8998,College_Creek,OneFam,782,870,1652,6,0,70,0,0,0
Two_Story_1946_and_Newer,9179,College_Creek,OneFam,882,908,1790,7,0,88,0,0,0
Two_Story_1946_and_Newer,8924,College_Creek,OneFam,880,844,1724,8,120,155,0,0,0
One_Story_1946_and_Newer_All_Styles,9382,College_Creek,OneFam,1479,0,1479,6,120,25,0,0,0
One_Story_1946_and_Newer_All_Styles,12803,College_Creek,OneFam,1494,0,1494,6,192,36,0,0,0
Two_Story_1946_and_Newer,12435,College_Creek,OneFam,963,829,1792,7,0,96,0,245,0
Two_Story_1946_and_Newer,12192,College_Creek,OneFam,928,895,1823,6,192,36,0,0,0
Two_Story_1946_and_Newer,11250,College_Creek,OneFam,920,866,1786,6,0,42,0,0,0
One_Story_1946_and_Newer_All_Styles,9200,College_Creek,OneFam,938,0,938,5,145,0,0,0,0
Split_or_Multilevel,8385,College_Creek,OneFam,985,0,985,6,210,0,0,0,0
One_Story_1946_and_Newer_All_Styles,12250,College_Creek,OneFam,1174,0,1174,5,211,0,280,0,0
Split_or_Multilevel,10970,College_Creek,OneFam,1026,0,1026,5,0,0,34,0,0
One_Story_1946_and_Newer_All_Styles,9216,College_Creek,OneFam,1076,0,1076,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,14330,College_Creek,OneFam,1558,0,1558,5,140,0,239,0,227
One_Story_1946_and_Newer_All_Styles,7990,College_Creek,OneFam,924,0,924,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7180,College_Creek,OneFam,864,0,864,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7200,College_Creek,OneFam,780,0,780,4,196,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9742,College_Creek,OneFam,1795,0,1795,7,171,159,0,0,0
Two_Story_1946_and_Newer,9473,College_Creek,OneFam,1128,903,2031,7,0,211,0,0,0
Two_Story_1946_and_Newer,10316,College_Creek,OneFam,992,873,1865,7,0,184,0,0,0
Two_Story_1946_and_Newer,10400,College_Creek,OneFam,1290,871,2161,8,0,84,0,0,0
Two_Story_1946_and_Newer,9066,College_Creek,OneFam,1004,848,1852,7,224,106,0,0,0
Two_Story_1946_and_Newer,11404,College_Creek,OneFam,1153,878,2031,8,192,84,0,0,0
Two_Story_1946_and_Newer,9240,College_Creek,OneFam,1055,1208,2263,7,0,45,0,0,189
Two_Story_1946_and_Newer,9720,College_Creek,OneFam,1366,581,1947,7,168,116,0,0,0
One_Story_1946_and_Newer_All_Styles,14860,College_Creek,OneFam,1786,0,1786,6,182,35,0,0,0
Two_Story_1946_and_Newer,11250,College_Creek,OneFam,1149,1141,2290,9,0,0,0,0,0
Two_Story_1946_and_Newer,8158,College_Creek,OneFam,884,884,1768,8,0,63,0,0,0
Two_Story_1946_and_Newer,10905,College_Creek,OneFam,1129,1198,2327,9,0,57,0,0,0
Two_Story_1946_and_Newer,7226,College_Creek,OneFam,798,842,1640,6,0,45,0,0,0
Two_Story_1946_and_Newer,11690,College_Creek,OneFam,886,878,1764,7,120,29,0,0,0
Two_Story_1946_and_Newer,8750,College_Creek,OneFam,933,975,1908,8,144,133,0,0,0
One_Story_PUD_1946_and_Newer,4435,College_Creek,TwnhsE,848,0,848,3,140,0,0,0,0
One_Story_PUD_1946_and_Newer,4426,College_Creek,TwnhsE,848,0,848,3,140,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13125,College_Creek,OneFam,1493,0,1493,7,140,39,0,0,0
Duplex_All_Styles_and_Ages,10126,College_Creek,Duplex,1838,0,1838,8,160,67,0,0,0
One_Story_1946_and_Newer_All_Styles,9135,College_Creek,OneFam,1536,0,1536,7,192,74,0,0,0
Two_Story_1946_and_Newer,8450,College_Creek,OneFam,856,854,1710,8,0,61,0,0,0
One_Story_1946_and_Newer_All_Styles,9750,College_Creek,OneFam,1445,0,1445,6,0,35,0,0,0
One_Story_1946_and_Newer_All_Styles,8450,College_Creek,OneFam,1436,0,1436,8,139,98,0,0,0
Two_Story_1946_and_Newer,8320,College_Creek,OneFam,770,812,1582,6,0,45,0,0,0
One_Story_1946_and_Newer_All_Styles,11049,College_Creek,OneFam,1234,0,1234,7,0,30,0,0,0
One_Story_1946_and_Newer_All_Styles,11058,College_Creek,OneFam,1564,0,1564,6,0,24,0,0,0
One_Story_1946_and_Newer_All_Styles,9627,College_Creek,OneFam,1361,0,1361,6,0,50,0,0,0
Two_Story_1946_and_Newer,8199,College_Creek,OneFam,728,728,1456,7,36,18,0,0,0
One_Story_PUD_1946_and_Newer,4426,College_Creek,TwnhsE,848,0,848,3,149,0,0,0,0
One_Story_PUD_1946_and_Newer,4426,College_Creek,TwnhsE,848,0,848,3,149,0,0,0,0
One_Story_PUD_1946_and_Newer,4438,College_Creek,TwnhsE,848,0,848,3,149,0,0,0,0
One_Story_PUD_1946_and_Newer,4438,College_Creek,TwnhsE,848,0,848,4,140,0,0,0,0
One_Story_1945_and_Older,8777,Edwards,OneFam,796,0,796,4,328,0,164,0,0
Duplex_All_Styles_and_Ages,8777,Edwards,Duplex,1272,928,2200,9,0,70,0,0,0
One_Story_1946_and_Newer_All_Styles,9825,Edwards,OneFam,1092,0,1092,6,259,0,0,0,161
One_Story_1946_and_Newer_All_Styles,9937,Edwards,OneFam,1256,0,1256,6,736,68,0,0,0
Split_Foyer,12102,Edwards,OneFam,1033,0,1033,6,224,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6500,Edwards,OneFam,1127,0,1127,6,0,0,138,0,0
One_Story_1945_and_Older,13907,Edwards,OneFam,996,0,996,6,144,0,0,0,0
Split_Foyer,10012,Edwards,OneFam,1181,0,1181,6,0,0,180,0,0
Two_Story_1946_and_Newer,6931,Edwards,OneFam,760,896,1656,7,178,128,0,0,0
Split_or_Multilevel,9638,Edwards,OneFam,1117,0,1117,6,292,0,0,0,0
Two_Story_1946_and_Newer,7200,Edwards,OneFam,684,714,1398,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7024,Edwards,OneFam,1132,0,1132,5,252,64,0,0,0
One_Story_1946_and_Newer_All_Styles,47007,Edwards,OneFam,3820,0,3820,11,0,372,0,0,0
Two_Story_1946_and_Newer,63887,Edwards,OneFam,4692,950,5642,12,214,292,0,0,0
PUD_Multilevel_Split_Level_Foyer,3675,Edwards,TwnhsE,1072,0,1072,5,0,28,0,0,0
Duplex_All_Styles_and_Ages,6040,Edwards,Duplex,1152,0,1152,6,0,0,0,0,0
Duplex_All_Styles_and_Ages,6012,Edwards,Duplex,1152,0,1152,6,0,0,0,0,0
Duplex_All_Styles_and_Ages,12108,Edwards,Duplex,1440,0,1440,8,0,0,0,0,0
Duplex_All_Styles_and_Ages,6845,Edwards,Duplex,1152,0,1152,6,0,0,0,0,0
Two_Family_conversion_All_Styles_and_Ages,6931,Edwards,TwoFmCon,784,0,784,4,112,0,0,0,0
One_and_Half_Story_Finished_All_Ages,12180,Edwards,OneFam,585,468,1053,5,42,0,0,0,0
One_and_Half_Story_Finished_All_Ages,8050,Edwards,OneFam,929,208,1137,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9520,Edwards,OneFam,930,0,930,5,134,0,0,0,0
One_and_Half_Story_Finished_All_Ages,11767,Edwards,OneFam,768,432,1200,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,8172,Edwards,OneFam,997,473,1470,7,0,0,0,0,156
One_and_Half_Story_Finished_All_Ages,16466,Edwards,OneFam,872,521,1393,8,121,0,0,0,265
Split_or_Multilevel,7692,Edwards,OneFam,1204,0,1204,6,0,0,0,0,0
One_Story_1945_and_Older,5142,Edwards,OneFam,949,343,1292,6,0,0,183,0,0
One_Story_1945_and_Older,5604,Edwards,OneFam,864,0,864,5,0,0,96,0,0
One_Story_1945_and_Older,8248,Edwards,OneFam,864,0,864,5,0,0,100,0,0
Two_Family_conversion_All_Styles_and_Ages,5687,South_and_West_of_Iowa_State_University,TwoFmCon,936,780,1716,9,0,184,0,0,0
Two_Story_1945_and_Older,12155,South_and_West_of_Iowa_State_University,OneFam,810,672,1482,7,0,0,254,0,0
Two_and_Half_Story_All_Ages,8400,South_and_West_of_Iowa_State_University,OneFam,1052,720,2192,8,262,24,0,0,0
One_and_Half_Story_Finished_All_Ages,8400,South_and_West_of_Iowa_State_University,OneFam,1390,304,1694,7,342,0,128,0,0
One_Story_1945_and_Older,7290,South_and_West_of_Iowa_State_University,OneFam,1424,0,1424,7,0,0,90,0,0
Two_Story_1945_and_Older,8525,South_and_West_of_Iowa_State_University,OneFam,1024,940,1964,7,0,192,0,0,0
Two_Story_1945_and_Older,9842,South_and_West_of_Iowa_State_University,OneFam,990,1611,2601,8,183,0,301,0,0
Duplex_All_Styles_and_Ages,7804,South_and_West_of_Iowa_State_University,Duplex,960,960,1920,10,248,0,121,0,0
Two_Story_1945_and_Older,8969,Crawford,OneFam,672,644,1316,6,0,0,0,0,192
Two_Story_1945_and_Older,11526,Crawford,OneFam,1423,748,2555,11,431,0,0,0,0
Two_Story_1945_and_Older,15576,Crawford,OneFam,840,840,1680,8,0,0,160,0,0
One_and_Half_Story_Finished_All_Ages,15564,Crawford,OneFam,676,588,1264,6,424,0,0,0,0
One_Story_1945_and_Older,6292,South_and_West_of_Iowa_State_University,OneFam,790,0,790,4,0,141,0,0,0
Two_Story_1945_and_Older,7609,Crawford,OneFam,798,714,1512,7,85,16,41,0,0
One_and_Half_Story_Finished_All_Ages,10480,South_and_West_of_Iowa_State_University,OneFam,1166,0,1639,6,0,0,0,0,0
Two_Story_1945_and_Older,9650,Crawford,OneFam,819,784,1603,7,0,217,0,0,0
Two_Story_1945_and_Older,7200,Crawford,OneFam,851,651,1502,6,0,0,112,0,0
Two_Story_1945_and_Older,11988,Crawford,OneFam,849,811,1660,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,11700,Crawford,OneFam,1265,673,1938,7,0,40,0,0,0
One_and_Half_Story_Finished_All_Ages,9260,Crawford,OneFam,932,442,1374,6,64,0,0,0,100
One_Story_1946_and_Newer_All_Styles,7801,Crawford,OneFam,1091,0,1091,5,66,105,0,0,221
Two_Story_1945_and_Older,9670,Crawford,OneFam,983,890,1873,9,0,0,207,0,0
One_and_Half_Story_Finished_All_Ages,14100,Crawford,OneFam,1968,1479,3447,11,314,12,0,0,0
One_and_Half_Story_Finished_All_Ages,15660,Crawford,OneFam,1137,817,1954,8,0,119,150,0,0
One_and_Half_Story_Finished_All_Ages,12392,Crawford,OneFam,1218,943,2161,8,0,96,0,0,0
One_Story_1946_and_Newer_All_Styles,26073,Crawford,OneFam,1898,0,1898,7,0,51,224,0,0
One_Story_1946_and_Newer_All_Styles,14778,Crawford,OneFam,1640,0,1640,7,108,0,0,216,0
Two_Story_PUD_1946_and_Newer,1879,Blueste,Twnhs,516,516,1032,5,213,0,0,0,0
Two_Story_PUD_1946_and_Newer,1950,Blueste,Twnhs,716,840,1556,6,161,0,0,0,0
One_Story_1945_and_Older,7000,Iowa_DOT_and_Rail_Road,OneFam,919,0,919,5,0,0,116,0,0
One_and_Half_Story_Finished_All_Ages,6000,Iowa_DOT_and_Rail_Road,OneFam,760,330,1090,5,0,0,0,0,0
One_Story_1945_and_Older,3636,Iowa_DOT_and_Rail_Road,OneFam,796,0,796,5,0,0,100,0,0
One_Story_1945_and_Older,5890,Iowa_DOT_and_Rail_Road,OneFam,816,0,816,5,0,0,96,0,0
One_Story_1945_and_Older,6900,Iowa_DOT_and_Rail_Road,OneFam,778,0,778,4,0,25,0,0,0
One_and_Half_Story_Finished_All_Ages,8155,Iowa_DOT_and_Rail_Road,OneFam,780,420,1200,7,0,0,96,0,0
Split_or_Multilevel,6000,Iowa_DOT_and_Rail_Road,OneFam,1092,564,1656,7,0,180,0,0,100
One_Story_1945_and_Older,7392,Iowa_DOT_and_Rail_Road,OneFam,912,0,912,5,0,90,0,0,0
One_and_Half_Story_Finished_All_Ages,9000,Iowa_DOT_and_Rail_Road,OneFam,1151,804,1955,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,14584,Iowa_DOT_and_Rail_Road,OneFam,733,0,733,4,0,0,0,0,0
Two_Story_1945_and_Older,5280,Iowa_DOT_and_Rail_Road,OneFam,825,536,1361,6,0,123,0,0,0
Two_Story_1945_and_Older,8500,Iowa_DOT_and_Rail_Road,OneFam,649,668,1317,6,0,54,172,0,0
One_and_Half_Story_Finished_All_Ages,5150,Iowa_DOT_and_Rail_Road,OneFam,671,378,1049,5,0,0,0,0,0
One_Story_1945_and_Older,18000,Iowa_DOT_and_Rail_Road,OneFam,894,0,894,6,0,20,0,0,0
Two_Story_1945_and_Older,9000,Iowa_DOT_and_Rail_Road,OneFam,432,432,864,5,0,30,160,0,0
One_Story_PUD_1946_and_Newer,5587,Crawford,TwnhsE,1652,0,1652,5,162,53,0,153,0
One_Story_PUD_1946_and_Newer,3843,Crawford,TwnhsE,1648,0,1648,5,162,53,0,153,0
One_Story_PUD_1946_and_Newer,3811,Crawford,TwnhsE,1646,0,1646,5,128,53,0,0,155
One_Story_PUD_1946_and_Newer,3842,Crawford,TwnhsE,1646,0,1646,5,128,53,0,0,155
One_Story_1946_and_Newer_All_Styles,23730,Mitchell,OneFam,2032,0,2032,7,0,46,192,0,0
One_Story_1946_and_Newer_All_Styles,13265,Mitchell,OneFam,1689,0,1689,7,150,59,0,0,0
Two_Story_1946_and_Newer,11050,Mitchell,OneFam,910,910,1820,8,318,32,0,0,0
Split_or_Multilevel,9880,Mitchell,OneFam,1118,0,1118,6,203,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10125,Mitchell,OneFam,1279,0,1279,6,238,83,0,0,0
Duplex_All_Styles_and_Ages,10260,Mitchell,Duplex,936,936,1872,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9990,Mitchell,OneFam,1689,0,1689,6,428,120,0,0,0
Two_Family_conversion_All_Styles_and_Ages,164660,Timberland,TwoFmCon,1619,167,1786,7,670,0,0,0,0
One_Story_PUD_1946_and_Newer,4084,Timberland,TwnhsE,1501,0,1501,6,240,0,0,0,0
One_Story_1946_and_Newer_All_Styles,15498,Timberland,OneFam,2898,0,2898,10,0,72,174,0,0
One_Story_1946_and_Newer_All_Styles,11563,Timberland,OneFam,1537,0,1537,8,0,26,0,0,0
One_Story_1946_and_Newer_All_Styles,9520,Timberland,OneFam,1646,0,1646,7,192,44,0,0,0
Two_Story_1946_and_Newer,12852,Timberland,OneFam,920,860,1780,6,0,192,0,0,0
Split_or_Multilevel,9802,Timberland,OneFam,712,730,1442,6,100,0,0,0,0
Split_or_Multilevel,9735,Timberland,OneFam,754,640,1394,7,100,0,0,0,0
Two_Story_1946_and_Newer,12018,Timberland,OneFam,796,816,1612,6,0,64,0,0,0
One_Story_1946_and_Newer_All_Styles,12890,Timberland,OneFam,1495,0,1495,8,252,0,192,0,0
One_Story_1946_and_Newer_All_Styles,12416,Timberland,OneFam,1651,0,1651,7,192,0,0,0,0
One_Story_1946_and_Newer_All_Styles,18265,Timberland,OneFam,1256,0,1256,6,282,0,0,0,0
Split_or_Multilevel,10200,Timberland,OneFam,1509,0,1509,5,224,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11202,Timberland,OneFam,1440,0,1440,7,185,95,0,0,0
One_Story_1946_and_Newer_All_Styles,7915,Timberland,OneFam,1675,0,1675,6,165,52,0,0,0
Two_Story_1946_and_Newer,12244,Timberland,OneFam,1482,780,2262,10,168,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11449,Timberland,OneFam,1728,0,1728,7,0,276,0,0,0
One_Story_1946_and_Newer_All_Styles,11447,Timberland,OneFam,1964,0,1964,7,0,265,0,0,0
Duplex_All_Styles_and_Ages,8940,Mitchell,Duplex,1344,0,1344,8,0,0,0,0,0
Duplex_All_Styles_and_Ages,7060,Mitchell,Duplex,1344,0,1344,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9278,Mitchell,OneFam,1092,0,1092,5,0,52,0,0,0
One_Story_PUD_1946_and_Newer,4500,Mitchell,TwnhsE,1189,0,1189,4,0,122,0,0,0
Split_Foyer,14137,Mitchell,OneFam,1200,0,1200,6,0,119,0,0,171
One_Story_PUD_1946_and_Newer,4224,Meadow_Village,TwnhsE,1040,0,1040,6,0,100,0,0,0
Two_Story_PUD_1946_and_Newer,2665,Meadow_Village,TwnhsE,616,688,1304,4,141,24,0,0,0
Two_Story_PUD_1946_and_Newer,2665,Meadow_Village,TwnhsE,925,550,1475,6,92,26,0,0,0
PUD_Multilevel_Split_Level_Foyer,1974,Meadow_Village,Twnhs,526,462,988,5,120,101,0,0,0
PUD_Multilevel_Split_Level_Foyer,1596,Meadow_Village,Twnhs,526,462,988,4,0,101,0,120,0
One_Story_1946_and_Newer_All_Styles,17979,Mitchell,OneFam,1160,0,1160,6,81,0,0,0,0
Two_Story_PUD_1946_and_Newer,1477,Meadow_Village,Twnhs,546,546,1092,6,187,0,0,0,0
PUD_Multilevel_Split_Level_Foyer,1890,Meadow_Village,Twnhs,630,0,630,3,88,0,0,0,0
One_Story_1946_and_Newer_All_Styles,21750,Mitchell,OneFam,988,0,988,4,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6490,Mitchell,OneFam,816,0,816,4,315,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6951,Mitchell,OneFam,923,0,923,5,362,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6600,Mitchell,OneFam,816,0,816,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6600,Mitchell,OneFam,816,0,816,4,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6600,Mitchell,OneFam,845,0,845,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,12508,Mitchell,OneFam,983,767,1750,7,245,0,156,0,0
One_Story_1946_and_Newer_All_Styles,12395,Mitchell,OneFam,889,0,889,6,0,0,0,0,0
Two_Story_1946_and_Newer,11075,Mitchell,OneFam,1168,800,1968,7,305,189,0,0,0
Two_Story_1945_and_Older,56600,Iowa_DOT_and_Rail_Road,OneFam,1150,686,1836,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10667,North_Ames,OneFam,1587,0,1587,7,0,44,0,0,0
One_Story_1946_and_Newer_All_Styles,10628,North_Ames,OneFam,1277,0,1277,5,0,0,0,0,176
One_Story_1946_and_Newer_All_Styles,13651,North_Ames,OneFam,2223,0,2223,8,300,0,0,0,0
One_Story_1946_and_Newer_All_Styles,15865,North_Ames,OneFam,2217,0,2217,8,81,207,0,0,224
Two_Story_1946_and_Newer,12394,Gilbert,OneFam,847,886,1733,7,100,48,0,0,0
Two_Story_1946_and_Newer,10364,Gilbert,OneFam,806,766,1572,7,0,40,0,0,0
Two_Story_1946_and_Newer,13869,Gilbert,OneFam,794,676,1470,6,0,75,0,0,0
Two_Story_1946_and_Newer,8773,Gilbert,OneFam,916,684,1600,7,100,38,0,0,0
Split_or_Multilevel,8872,Gilbert,OneFam,754,630,1384,7,0,0,0,0,0
One_Story_PUD_1946_and_Newer,5330,Stone_Brook,TwnhsE,1652,0,1652,6,96,48,0,0,0
Split_or_Multilevel,10147,Gilbert,OneFam,924,770,1694,7,256,64,0,0,0
Two_Story_1946_and_Newer,8637,Gilbert,OneFam,947,767,1714,7,256,48,0,0,0
Two_Story_1946_and_Newer,7875,Gilbert,OneFam,691,862,1553,6,0,44,0,0,0
One_Story_1946_and_Newer_All_Styles,7875,Gilbert,OneFam,1253,0,1253,6,220,21,0,0,0
Two_Story_1946_and_Newer,7500,Gilbert,OneFam,957,1342,2299,7,188,30,0,0,0
One_Story_1946_and_Newer_All_Styles,9556,Gilbert,OneFam,1187,0,1187,6,0,21,0,0,0
Split_or_Multilevel,10784,Gilbert,OneFam,802,670,1472,7,164,0,0,0,0
Split_or_Multilevel,9125,Gilbert,OneFam,812,670,1482,7,100,25,0,0,0
Two_Story_1946_and_Newer,7655,Gilbert,OneFam,910,732,1642,7,290,84,0,0,0
One_Story_1946_and_Newer_All_Styles,18160,Gilbert,OneFam,1128,0,1128,6,0,108,246,0,0
One_Story_PUD_1946_and_Newer,3696,Stone_Brook,TwnhsE,1088,0,1088,5,0,74,137,0,0
Two_Story_PUD_1946_and_Newer,5062,Stone_Brook,TwnhsE,1190,900,2090,6,219,0,0,0,0
One_Story_PUD_1946_and_Newer,4740,Stone_Brook,TwnhsE,1179,0,1179,5,0,108,0,0,135
One_Story_PUD_1946_and_Newer,5118,Stone_Brook,TwnhsE,1321,0,1321,4,0,64,140,0,0
One_Story_1946_and_Newer_All_Styles,14157,Stone_Brook,OneFam,1922,0,1922,8,178,51,0,0,0
Two_Story_1946_and_Newer,12328,Stone_Brook,OneFam,1164,1377,2541,10,120,32,0,0,0
One_Story_1946_and_Newer_All_Styles,51974,Stone_Brook,OneFam,2338,0,2338,8,0,135,0,0,322
Two_Family_conversion_All_Styles_and_Ages,41600,Gilbert,TwoFmCon,1424,0,1424,7,144,0,0,0,0
One_Story_PUD_1946_and_Newer,8035,Stone_Brook,TwnhsE,1612,0,1612,6,0,164,0,0,0
One_Story_1946_and_Newer_All_Styles,8089,Stone_Brook,OneFam,1419,0,1419,7,140,0,0,0,0
One_Story_1946_and_Newer_All_Styles,14082,Stone_Brook,OneFam,2234,0,2234,7,390,80,0,0,0
One_Story_1946_and_Newer_All_Styles,13870,Stone_Brook,OneFam,2042,0,2042,8,240,52,0,0,174
One_Story_1946_and_Newer_All_Styles,12546,Northwest_Ames,OneFam,1440,0,1440,7,0,0,99,0,0
One_Story_1946_and_Newer_All_Styles,10960,Northwest_Ames,OneFam,1284,0,1284,5,0,0,192,0,0
Split_or_Multilevel,12090,Northwest_Ames,OneFam,1140,728,1868,7,268,112,0,0,147
Two_Story_1946_and_Newer,12090,Northwest_Ames,OneFam,725,754,1479,6,167,72,0,0,0
One_Story_1946_and_Newer_All_Styles,12299,Northwest_Ames,OneFam,1664,0,1664,7,0,0,0,0,0
Two_Story_1946_and_Newer,11339,Northwest_Ames,OneFam,1085,845,1930,9,192,72,0,0,0
Two_Story_1946_and_Newer,11952,Northwest_Ames,OneFam,1161,808,1969,8,0,0,0,0,276
Two_Story_1946_and_Newer,12046,Northwest_Ames,OneFam,1118,912,2030,8,0,224,0,0,0
Split_or_Multilevel,10395,Northwest_Ames,OneFam,1032,0,1032,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11850,Northwest_Ames,OneFam,1177,0,1177,6,204,103,0,0,0
Two_Story_1946_and_Newer,11584,Northwest_Ames,OneFam,1040,685,1725,6,0,88,216,0,0
One_Story_1946_and_Newer_All_Styles,10400,Northwest_Ames,OneFam,1353,0,1353,5,240,141,0,0,0
Two_Story_1946_and_Newer,10793,Northwest_Ames,OneFam,780,840,1620,7,208,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13001,Northwest_Ames,OneFam,1220,0,1220,6,0,0,249,0,0
One_Story_1946_and_Newer_All_Styles,12243,Northwest_Ames,OneFam,1484,0,1484,7,224,0,0,0,180
Two_Story_1946_and_Newer,11700,Northwest_Ames,OneFam,1041,702,1743,7,224,0,0,0,0
Two_Story_1946_and_Newer,12384,Northwest_Ames,OneFam,1142,793,1935,7,0,113,252,0,0
Split_or_Multilevel,8991,Northwest_Ames,OneFam,1324,0,1324,5,407,36,0,0,0
Two_Story_1946_and_Newer,8000,Northwest_Ames,OneFam,1084,793,1877,8,0,96,0,0,0
Split_or_Multilevel,10500,North_Ames,OneFam,576,533,1109,5,35,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10530,North_Ames,OneFam,981,0,981,5,0,312,40,0,0
Two_Story_1946_and_Newer,7472,North_Ames,OneFam,725,754,1479,7,0,32,0,0,0
One_Story_1946_and_Newer_All_Styles,9457,North_Ames,OneFam,1422,0,1422,7,252,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7920,North_Ames,OneFam,914,0,914,5,120,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9758,North_Ames,OneFam,950,0,950,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8294,North_Ames,OneFam,872,0,872,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7340,North_Ames,OneFam,858,0,858,4,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,17199,North_Ames,OneFam,914,0,914,4,140,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9000,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
One_Story_PUD_1946_and_Newer,4058,North_Ames,TwnhsE,767,0,767,4,120,40,0,0,0
One_Story_PUD_1946_and_Newer,4113,North_Ames,TwnhsE,1337,0,1337,5,136,68,0,0,0
One_Story_PUD_1946_and_Newer,10943,North_Ames,TwnhsE,1337,0,1337,5,0,68,0,0,0
Two_Story_PUD_1946_and_Newer,2205,Briardale,Twnhs,525,567,1092,6,144,0,0,0,0
Two_Story_PUD_1946_and_Newer,1890,Briardale,Twnhs,672,546,1218,7,144,28,0,0,0
Two_Story_PUD_1946_and_Newer,2058,Briardale,Twnhs,672,546,1218,7,0,28,0,0,0
Two_Story_PUD_1946_and_Newer,2016,Briardale,TwnhsE,630,672,1302,6,0,0,0,0,0
